,Open,High,Low,Close
2022-12-18 13:17:00,0.362,0.362,0.362,0.362
2022-12-18 13:18:00,0.369,0.369,0.369,0.369
2022-12-18 13:19:00,0.369,0.369,0.369,0.369
2022-12-18 13:20:00,0.369,0.369,0.369,0.369
2022-12-18 13:21:00,0.369,0.369,0.369,0.369
2022-12-18 13:22:00,0.369,0.369,0.369,0.369
2022-12-18 13:23:00,0.369,0.369,0.369,0.369
2022-12-18 13:24:00,0.369,0.369,0.369,0.369
2022-12-18 13:25:00,0.369,0.369,0.369,0.369
2022-12-18 13:26:00,0.369,0.369,0.369,0.369
2022-12-18 13:27:00,0.369,0.369,0.369,0.369
2022-12-18 13:28:00,0.369,0.369,0.369,0.369
2022-12-18 13:29:00,0.369,0.369,0.369,0.369
2022-12-18 13:30:00,0.369,0.369,0.369,0.369
2022-12-18 13:31:00,0.369,0.369,0.369,0.369
2022-12-18 13:32:00,0.369,0.369,0.369,0.369
2022-12-18 13:33:00,0.369,0.369,0.369,0.369
2022-12-18 13:34:00,0.369,0.369,0.369,0.369
2022-12-18 13:35:00,0.369,0.369,0.369,0.369
2022-12-18 13:36:00,0.369,0.369,0.369,0.369
2022-12-18 13:37:00,0.369,0.369,0.369,0.369
2022-12-18 13:38:00,0.369,0.369,0.369,0.369
2022-12-18 13:39:00,0.369,0.369,0.369,0.369
2022-12-18 13:40:00,0.369,0.369,0.369,0.369
2022-12-18 13:41:00,0.369,0.369,0.369,0.369
2022-12-18 13:42:00,0.369,0.369,0.369,0.369
2022-12-18 13:43:00,0.369,0.369,0.369,0.369
2022-12-18 13:44:00,0.369,0.369,0.369,0.369
2022-12-18 13:45:00,0.369,0.369,0.369,0.369
2022-12-18 13:46:00,0.369,0.369,0.369,0.369
2022-12-18 13:47:00,0.369,0.369,0.369,0.369
2022-12-18 13:48:00,0.369,0.369,0.369,0.369
2022-12-18 13:49:00,0.369,0.369,0.369,0.369
2022-12-18 13:50:00,0.369,0.369,0.369,0.369
2022-12-18 13:51:00,0.369,0.369,0.369,0.369
2022-12-18 13:52:00,0.369,0.369,0.369,0.369
2022-12-18 13:53:00,0.369,0.369,0.369,0.369
2022-12-18 13:54:00,0.369,0.369,0.369,0.369
2022-12-18 13:55:00,0.369,0.369,0.369,0.369
2022-12-18 13:56:00,0.369,0.369,0.369,0.369
2022-12-18 13:57:00,0.369,0.369,0.369,0.369
2022-12-18 13:58:00,0.369,0.369,0.369,0.369
2022-12-18 13:59:00,0.369,0.369,0.369,0.369
2022-12-18 14:00:00,0.369,0.369,0.369,0.369
2022-12-18 14:01:00,0.369,0.369,0.369,0.369
2022-12-18 14:02:00,0.369,0.369,0.369,0.369
2022-12-18 14:03:00,0.369,0.369,0.369,0.369
2022-12-18 14:04:00,0.369,0.369,0.369,0.369
2022-12-18 14:05:00,0.369,0.369,0.369,0.369
2022-12-18 14:06:00,0.369,0.369,0.369,0.369
2022-12-18 14:07:00,0.369,0.369,0.369,0.369
2022-12-18 14:08:00,0.369,0.369,0.369,0.369
2022-12-18 14:09:00,0.369,0.369,0.369,0.369
2022-12-18 14:10:00,0.369,0.369,0.369,0.369
2022-12-18 14:11:00,0.369,0.369,0.369,0.369
2022-12-18 14:12:00,0.369,0.369,0.369,0.369
2022-12-18 14:13:00,0.369,0.369,0.369,0.369
2022-12-18 14:14:00,0.369,0.369,0.369,0.369
2022-12-18 14:15:00,0.369,0.369,0.369,0.369
2022-12-18 14:16:00,0.369,0.369,0.369,0.369
2022-12-18 14:17:00,0.369,0.369,0.369,0.369
2022-12-18 14:18:00,0.369,0.369,0.369,0.369
2022-12-18 14:19:00,0.369,0.369,0.369,0.369
2022-12-18 14:20:00,0.369,0.369,0.369,0.369
2022-12-18 14:21:00,0.369,0.369,0.369,0.369
2022-12-18 14:22:00,0.369,0.369,0.369,0.369
2022-12-18 14:23:00,0.369,0.369,0.369,0.369
2022-12-18 14:24:00,0.369,0.369,0.369,0.369
2022-12-18 14:25:00,0.369,0.369,0.369,0.369
2022-12-18 14:26:00,0.369,0.369,0.369,0.369
2022-12-18 14:27:00,0.369,0.369,0.369,0.369
2022-12-18 14:28:00,0.369,0.369,0.369,0.369
2022-12-18 14:29:00,0.369,0.369,0.369,0.369
2022-12-18 14:30:00,0.369,0.369,0.369,0.369
2022-12-18 14:31:00,0.369,0.369,0.369,0.369
2022-12-18 14:32:00,0.369,0.369,0.369,0.369
2022-12-18 14:33:00,0.369,0.369,0.369,0.369
2022-12-18 14:34:00,0.369,0.369,0.369,0.369
2022-12-18 14:35:00,0.369,0.369,0.369,0.369
2022-12-18 14:36:00,0.369,0.369,0.369,0.369
2022-12-18 14:37:00,0.369,0.369,0.369,0.369
2022-12-18 14:38:00,0.369,0.369,0.369,0.369
2022-12-18 14:39:00,0.369,0.369,0.369,0.369
2022-12-18 14:40:00,0.369,0.369,0.369,0.369
2022-12-18 14:41:00,0.369,0.369,0.369,0.369
2022-12-18 14:42:00,0.369,0.369,0.369,0.369
2022-12-18 14:43:00,0.369,0.369,0.369,0.369
2022-12-18 14:44:00,0.369,0.369,0.369,0.369
2022-12-18 14:45:00,0.369,0.369,0.369,0.369
2022-12-18 14:46:00,0.369,0.369,0.369,0.369
2022-12-18 14:47:00,0.369,0.369,0.369,0.369
2022-12-18 14:48:00,0.369,0.369,0.369,0.369
2022-12-18 14:49:00,0.369,0.369,0.369,0.369
2022-12-18 14:50:00,0.369,0.369,0.369,0.369
2022-12-18 14:51:00,0.369,0.369,0.369,0.369
2022-12-18 14:52:00,0.369,0.369,0.369,0.369
2022-12-18 14:53:00,0.369,0.369,0.369,0.369
2022-12-18 14:54:00,0.369,0.369,0.369,0.369
2022-12-18 14:55:00,0.369,0.369,0.369,0.369
2022-12-18 14:56:00,0.369,0.369,0.369,0.369
2022-12-18 14:57:00,0.369,0.369,0.369,0.369
2022-12-18 14:58:00,0.369,0.369,0.369,0.369
2022-12-18 14:59:00,0.369,0.369,0.369,0.369
2022-12-18 15:00:00,0.369,0.369,0.369,0.369
2022-12-18 15:01:00,0.369,0.369,0.369,0.369
2022-12-18 15:02:00,0.369,0.369,0.369,0.369
2022-12-18 15:03:00,0.369,0.369,0.369,0.369
2022-12-18 15:04:00,0.369,0.369,0.369,0.369
2022-12-18 15:05:00,0.369,0.369,0.369,0.369
2022-12-18 15:06:00,0.369,0.369,0.369,0.369
2022-12-18 15:07:00,0.369,0.369,0.369,0.369
2022-12-18 15:08:00,0.369,0.369,0.369,0.369
2022-12-18 15:09:00,0.369,0.369,0.369,0.369
2022-12-18 15:10:00,0.369,0.369,0.369,0.369
2022-12-18 15:11:00,0.369,0.369,0.369,0.369
2022-12-18 15:12:00,0.369,0.369,0.369,0.369
2022-12-18 15:13:00,0.369,0.369,0.369,0.369
2022-12-18 15:14:00,0.369,0.369,0.369,0.369
2022-12-18 15:15:00,0.369,0.369,0.369,0.369
2022-12-18 15:16:00,0.369,0.369,0.369,0.369
2022-12-18 15:17:00,0.369,0.369,0.369,0.369
2022-12-18 15:18:00,0.369,0.369,0.369,0.369
2022-12-18 15:19:00,0.369,0.369,0.369,0.369
2022-12-18 15:20:00,0.369,0.369,0.369,0.369
2022-12-18 15:21:00,0.369,0.369,0.369,0.369
2022-12-18 15:22:00,0.369,0.369,0.369,0.369
2022-12-18 15:23:00,0.369,0.369,0.369,0.369
2022-12-18 15:24:00,0.369,0.369,0.369,0.369
2022-12-18 15:25:00,0.369,0.369,0.369,0.369
2022-12-18 15:26:00,0.369,0.369,0.369,0.369
2022-12-18 15:27:00,0.369,0.369,0.369,0.369
2022-12-18 15:28:00,0.369,0.369,0.369,0.369
2022-12-18 15:29:00,0.369,0.369,0.369,0.369
2022-12-18 15:30:00,0.369,0.369,0.369,0.369
2022-12-18 15:31:00,0.369,0.369,0.369,0.369
2022-12-18 15:32:00,0.369,0.369,0.369,0.369
2022-12-18 15:33:00,0.369,0.369,0.369,0.369
2022-12-18 15:34:00,0.369,0.369,0.369,0.369
2022-12-18 15:35:00,0.369,0.369,0.369,0.369
2022-12-18 15:36:00,0.369,0.369,0.369,0.369
2022-12-18 15:37:00,0.369,0.369,0.369,0.369
2022-12-18 15:38:00,0.369,0.369,0.369,0.369
2022-12-18 15:39:00,0.369,0.369,0.369,0.369
2022-12-18 15:40:00,0.369,0.369,0.369,0.369
2022-12-18 15:41:00,0.369,0.369,0.369,0.369
2022-12-18 15:42:00,0.369,0.369,0.369,0.369
2022-12-18 15:43:00,0.369,0.369,0.369,0.369
2022-12-18 15:44:00,0.369,0.369,0.369,0.369
2022-12-18 15:45:00,0.369,0.369,0.369,0.369
2022-12-18 15:46:00,0.369,0.369,0.369,0.369
2022-12-18 15:47:00,0.369,0.369,0.369,0.369
2022-12-18 15:48:00,0.369,0.369,0.369,0.369
2022-12-18 15:49:00,0.369,0.369,0.369,0.369
2022-12-18 15:50:00,0.369,0.369,0.369,0.369
2022-12-18 15:51:00,0.369,0.369,0.369,0.369
2022-12-18 15:52:00,0.369,0.369,0.369,0.369
2022-12-18 15:53:00,0.369,0.369,0.369,0.369
2022-12-18 15:54:00,0.369,0.369,0.369,0.369
2022-12-18 15:55:00,0.369,0.369,0.369,0.369
2022-12-18 15:56:00,0.369,0.369,0.369,0.369
2022-12-18 15:57:00,0.369,0.369,0.369,0.369
2022-12-18 15:58:00,0.369,0.369,0.369,0.369
2022-12-18 15:59:00,0.369,0.369,0.369,0.369
2022-12-18 16:00:00,0.369,0.369,0.369,0.369
2022-12-18 16:01:00,0.369,0.369,0.369,0.369
2022-12-18 16:02:00,0.369,0.369,0.369,0.369
2022-12-18 16:03:00,0.369,0.369,0.369,0.369
2022-12-18 16:04:00,0.369,0.369,0.369,0.369
2022-12-18 16:05:00,0.369,0.369,0.369,0.369
2022-12-18 16:06:00,0.369,0.369,0.369,0.369
2022-12-18 16:07:00,0.369,0.369,0.369,0.369
2022-12-18 16:08:00,0.369,0.369,0.369,0.369
2022-12-18 16:09:00,0.369,0.369,0.369,0.369
2022-12-18 16:10:00,0.369,0.369,0.369,0.369
2022-12-18 16:11:00,0.369,0.369,0.369,0.369
2022-12-18 16:12:00,0.369,0.369,0.369,0.369
2022-12-18 16:13:00,0.369,0.369,0.369,0.369
2022-12-18 16:14:00,0.369,0.369,0.369,0.369
2022-12-18 16:15:00,0.369,0.369,0.369,0.369
2022-12-18 16:16:00,0.369,0.369,0.369,0.369
2022-12-18 16:17:00,0.369,0.369,0.369,0.369
2022-12-18 16:18:00,0.369,0.369,0.369,0.369
2022-12-18 16:19:00,0.369,0.369,0.369,0.369
2022-12-18 16:20:00,0.369,0.369,0.369,0.369
2022-12-18 16:21:00,0.369,0.369,0.369,0.369
2022-12-18 16:22:00,0.369,0.369,0.369,0.369
2022-12-18 16:23:00,0.369,0.369,0.369,0.369
2022-12-18 16:24:00,0.369,0.369,0.369,0.369
2022-12-18 16:25:00,0.369,0.369,0.369,0.369
2022-12-18 16:26:00,0.369,0.369,0.369,0.369
2022-12-18 16:27:00,0.369,0.369,0.369,0.369
2022-12-18 16:28:00,0.369,0.369,0.369,0.369
2022-12-18 16:29:00,0.369,0.369,0.369,0.369
2022-12-18 16:30:00,0.369,0.369,0.369,0.369
2022-12-18 16:31:00,0.369,0.369,0.369,0.369
2022-12-18 16:32:00,0.369,0.369,0.369,0.369
2022-12-18 16:33:00,0.369,0.369,0.369,0.369
2022-12-18 16:34:00,0.369,0.369,0.369,0.369
2022-12-18 16:35:00,0.369,0.369,0.369,0.369
2022-12-18 16:36:00,0.369,0.369,0.369,0.369
2022-12-18 16:37:00,0.369,0.369,0.369,0.369
2022-12-18 16:38:00,0.369,0.369,0.369,0.369
2022-12-18 16:39:00,0.369,0.369,0.369,0.369
2022-12-18 16:40:00,0.369,0.369,0.369,0.369
2022-12-18 16:41:00,0.369,0.369,0.369,0.369
2022-12-18 16:42:00,0.369,0.369,0.369,0.369
2022-12-18 16:43:00,0.369,0.369,0.369,0.369
2022-12-18 16:44:00,0.369,0.369,0.369,0.369
2022-12-18 16:45:00,0.369,0.369,0.369,0.369
2022-12-18 16:46:00,0.369,0.369,0.369,0.369
2022-12-18 16:47:00,0.369,0.369,0.369,0.369
2022-12-18 16:48:00,0.369,0.369,0.369,0.369
2022-12-18 16:49:00,0.369,0.369,0.369,0.369
2022-12-18 16:50:00,0.369,0.369,0.369,0.369
2022-12-18 16:51:00,0.369,0.369,0.369,0.369
2022-12-18 16:52:00,0.369,0.369,0.369,0.369
2022-12-18 16:53:00,0.369,0.369,0.369,0.369
2022-12-18 16:54:00,0.369,0.369,0.369,0.369
2022-12-18 16:55:00,0.369,0.369,0.369,0.369
2022-12-18 16:56:00,0.369,0.369,0.369,0.369
2022-12-18 16:57:00,0.369,0.369,0.369,0.369
2022-12-18 16:58:00,0.369,0.369,0.369,0.369
2022-12-18 16:59:00,0.369,0.369,0.369,0.369
2022-12-18 17:00:00,0.369,0.369,0.369,0.369
2022-12-18 17:01:00,0.368,0.368,0.368,0.368
2022-12-18 17:02:00,0.368,0.368,0.368,0.368
2022-12-18 17:03:00,0.368,0.368,0.368,0.368
2022-12-18 17:04:00,0.368,0.368,0.368,0.368
2022-12-18 17:05:00,0.368,0.368,0.368,0.368
2022-12-18 17:06:00,0.368,0.368,0.368,0.368
2022-12-18 17:07:00,0.368,0.368,0.368,0.368
2022-12-18 17:08:00,0.368,0.368,0.368,0.368
2022-12-18 17:09:00,0.368,0.368,0.368,0.368
2022-12-18 17:10:00,0.368,0.368,0.368,0.368
2022-12-18 17:11:00,0.368,0.368,0.368,0.368
2022-12-18 17:12:00,0.368,0.368,0.368,0.368
2022-12-18 17:13:00,0.368,0.368,0.368,0.368
2022-12-18 17:14:00,0.368,0.368,0.368,0.368
2022-12-18 17:15:00,0.368,0.368,0.368,0.368
2022-12-18 17:16:00,0.368,0.368,0.368,0.368
